cidade,area,quartos,banheiros,garagem,valor(R$)
Belo Horizonte,147,4,2,3,1188600
São Paulo,73,3,2,2,658800
Rio de Janeiro,40,1,1,0,852800
São Paulo,350,3,5,5,665400
São Paulo,384,3,3,4,2542400
São Paulo,48,1,1,2,1926800
Rio de Janeiro,96,3,2,1,759600
Porto Alegre,55,2,1,0,303400
Porto Alegre,330,4,4,3,1504400
Porto Alegre,49,1,1,0,253600
Rio de Janeiro,170,3,2,1,889200
São Paulo,243,2,3,2,1049600
São Paulo,216,4,4,3,2438400
Rio de Janeiro,60,2,1,1,261800
São Paulo,200,3,4,2,607600
Porto Alegre,48,1,1,0,209600
Campinas,130,3,2,6,483200
Rio de Janeiro,55,2,1,1,385200
São Paulo,200,4,3,2,1257600
Campinas,101,3,2,2,595800
São Paulo,20,1,1,0,433000
São Paulo,97,3,3,2,773000
São Paulo,83,2,2,1,1163400
Porto Alegre,47,1,1,1,197000
São Paulo,110,2,2,1,1177000
São Paulo,140,4,4,2,792600
São Paulo,242,3,4,3,1887800
São Paulo,35,1,1,0,317400
Rio de Janeiro,100,2,2,0,1161200
São Paulo,134,3,3,1,989000
Porto Alegre,50,2,1,1,210600
Campinas,67,3,1,1,337800
São Paulo,150,2,3,0,837000
São Paulo,174,3,4,3,3337600
São Paulo,120,3,3,1,583600
Porto Alegre,90,4,2,0,376600
São Paulo,16,1,1,0,178200
Campinas,110,3,1,1,412000
São Paulo,277,2,3,4,4002000
São Paulo,79,3,1,1,424600
Belo Horizonte,180,4,3,2,932800
São Paulo,300,3,3,2,2169700
São Paulo,270,2,3,4,697800
Porto Alegre,25,1,1,0,183000
São Paulo,78,1,1,1,939600
São Paulo,82,2,2,1,834800
Belo Horizonte,55,2,1,2,255000
São Paulo,420,4,5,4,2163800
Campinas,115,2,3,2,890400
Belo Horizonte,45,2,1,1,202800
São Paulo,47,3,1,1,347600
São Paulo,250,3,3,2,886400
Rio de Janeiro,95,3,2,1,1340600
Rio de Janeiro,54,2,2,1,336200
Belo Horizonte,200,3,2,2,2513600
São Paulo,380,3,3,5,2555700
Rio de Janeiro,60,2,2,0,1070600
São Paulo,300,3,3,2,1257600
Belo Horizonte,75,3,1,1,271000
Belo Horizonte,32,1,1,1,368600
Rio de Janeiro,24,1,1,0,329200
São Paulo,49,1,1,1,739800
Porto Alegre,50,2,1,0,390000
Rio de Janeiro,40,1,1,0,578000
São Paulo,30,1,1,1,815200
São Paulo,70,2,1,1,285600
Campinas,146,2,1,1,499800
Rio de Janeiro,120,2,2,0,1280200
Campinas,67,3,1,1,258600
Belo Horizonte,347,4,4,3,2481900
Belo Horizonte,80,2,2,1,356000
São Paulo,40,2,1,0,637400
Campinas,44,2,1,1,245000
São Paulo,80,2,1,0,570000
Porto Alegre,106,3,3,1,814800
Campinas,137,3,4,2,1056400
São Paulo,248,3,4,4,2133700
São Paulo,350,4,3,2,2941900
Rio de Janeiro,90,2,1,2,713400
São Paulo,16,1,1,0,287600
São Paulo,108,3,3,2,995600
Rio de Janeiro,120,3,2,1,732200
Campinas,54,2,1,1,443000
São Paulo,190,1,2,10,798600
Belo Horizonte,100,3,3,1,445800
Belo Horizonte,120,3,2,1,678000
São Paulo,40,1,1,1,1213200
São Paulo,185,2,2,2,387400
Rio de Janeiro,50,1,1,0,926000
São Paulo,233,3,6,5,1319400
São Paulo,47,2,2,2,637800
São Paulo,49,1,1,0,936800
Porto Alegre,76,3,2,2,476200
Rio de Janeiro,60,2,1,0,393400
São Paulo,200,4,5,3,1598400
Rio de Janeiro,200,3,4,2,1420200
Porto Alegre,184,3,3,2,1377800
São Paulo,117,3,4,2,1603600
Porto Alegre,80,3,1,0,254600
Rio de Janeiro,60,2,2,1,558600
São Paulo,140,3,2,1,1664800
Rio de Janeiro,55,1,1,0,445000
São Paulo,131,3,2,1,1227200
São Paulo,142,3,4,3,1356600
Campinas,35,1,1,1,303800
Porto Alegre,40,1,1,0,211800
São Paulo,57,1,1,0,1278800
Porto Alegre,30,1,1,0,241400
Rio de Janeiro,800,5,7,5,3112300
Porto Alegre,250,2,2,0,881400
São Paulo,37,1,1,1,434000
Belo Horizonte,240,4,5,3,2779600
Rio de Janeiro,95,3,2,1,490000
São Paulo,30,1,1,0,316600
São Paulo,380,7,7,6,1261000
São Paulo,50,2,1,0,496400
Rio de Janeiro,32,1,1,1,275400
São Paulo,104,3,3,2,1475400
São Paulo,31,1,1,0,385000
São Paulo,700,4,5,2,2300400
Campinas,138,3,3,0,1634600
São Paulo,77,2,1,1,1111200
São Paulo,35,1,1,0,314400
São Paulo,216,4,3,4,1217400
Campinas,60,2,1,1,265400
Belo Horizonte,115,3,2,2,624200
Belo Horizonte,222,4,3,4,640600
Rio de Janeiro,84,3,2,1,910800
São Paulo,156,3,3,1,1160600
São Paulo,34,1,1,0,223200
Porto Alegre,60,2,1,1,313400
Porto Alegre,50,2,2,1,324600
São Paulo,210,3,3,2,1846000
São Paulo,240,4,2,4,1624200
São Paulo,336,4,6,5,2509600
Campinas,60,2,1,1,253600
Belo Horizonte,194,3,3,2,1145800
São Paulo,70,1,1,0,455200
São Paulo,46,1,1,0,344200
Rio de Janeiro,185,3,2,2,1567600
São Paulo,90,1,2,2,2020200
Belo Horizonte,90,3,2,1,346000
São Paulo,175,1,3,2,1019000
Rio de Janeiro,140,3,2,1,1357200
São Paulo,400,2,5,4,1315000
Porto Alegre,127,3,2,1,740600
São Paulo,60,2,2,1,818400
Belo Horizonte,230,3,3,3,1032400
São Paulo,48,1,1,1,1617200
Campinas,62,3,2,1,680400
São Paulo,110,3,2,1,1190000
São Paulo,80,3,3,2,803200
Rio de Janeiro,54,1,1,0,690200
São Paulo,42,1,1,1,1031400
Belo Horizonte,55,2,1,1,219600
São Paulo,161,3,5,3,1938200
Belo Horizonte,70,2,1,1,315800
São Paulo,35,1,1,0,361400
São Paulo,360,4,4,4,3477900
Belo Horizonte,45,1,1,1,752800
São Paulo,55,1,1,0,178000
Rio de Janeiro,25,1,1,0,433800
Belo Horizonte,68,3,2,1,547000
São Paulo,900,3,4,8,4822400
Porto Alegre,71,2,1,0,267000
Rio de Janeiro,250,3,2,1,1774200
Belo Horizonte,305,4,5,5,4204200
São Paulo,81,3,2,1,478400
São Paulo,234,3,4,4,1346200
Campinas,54,1,2,0,204200
São Paulo,70,2,1,1,1214600
Belo Horizonte,100,3,2,1,512800
São Paulo,48,1,1,1,1167800
Porto Alegre,88,2,2,1,541000
São Paulo,40,1,1,0,416800
Porto Alegre,76,1,1,0,438400
São Paulo,109,3,2,2,1611600
Belo Horizonte,160,3,3,2,863800
São Paulo,106,2,1,0,384600
Rio de Janeiro,90,4,2,0,509600
São Paulo,70,2,2,1,538200
São Paulo,120,2,1,4,447600
São Paulo,230,3,3,3,1410400
São Paulo,130,2,2,2,800200
São Paulo,67,2,2,1,586000
Campinas,140,4,3,2,959000
Rio de Janeiro,80,3,2,0,378200
São Paulo,40,1,1,0,335000
Belo Horizonte,49,2,1,1,247800
São Paulo,73,3,1,1,1051400
São Paulo,110,2,3,3,448400
São Paulo,79,3,2,1,614600
Belo Horizonte,40,1,1,0,305200
São Paulo,370,4,6,0,2760400
Belo Horizonte,140,4,3,2,636800
Rio de Janeiro,300,4,4,2,2375900
São Paulo,40,1,1,1,406200
Rio de Janeiro,100,3,2,2,600000
São Paulo,63,2,2,1,514600
São Paulo,150,3,2,1,1363200
São Paulo,190,3,3,3,3249900
Rio de Janeiro,100,3,2,2,759200
Porto Alegre,132,6,4,2,873400
São Paulo,127,2,3,3,1228400
São Paulo,222,3,3,2,542600
São Paulo,80,2,2,1,343000
São Paulo,208,4,4,3,3367700
São Paulo,480,4,4,6,2230100
São Paulo,360,3,5,2,3905500
São Paulo,142,3,2,2,608400
Rio de Janeiro,150,3,3,0,1301600
Rio de Janeiro,54,2,1,1,436200
Rio de Janeiro,35,1,1,0,298600
Campinas,44,2,1,1,272800
São Paulo,130,3,2,1,1171600
Porto Alegre,70,2,2,0,373000
São Paulo,68,2,1,0,309400
São Paulo,212,4,3,4,3952300
Rio de Janeiro,35,1,1,1,807000
São Paulo,116,3,2,1,552400
São Paulo,80,1,1,0,470400
São Paulo,47,1,1,1,629800
Rio de Janeiro,60,3,2,1,383600
Rio de Janeiro,75,2,1,0,331200
Belo Horizonte,60,1,1,1,391600
São Paulo,100,2,1,0,1040200
Belo Horizonte,22,1,1,1,304000
São Paulo,75,3,2,1,752400
São Paulo,75,2,3,2,620200
Belo Horizonte,65,2,1,1,186000
São Paulo,25,1,1,0,326600
São Paulo,194,4,3,2,1256000
São Paulo,75,2,2,0,428000
Belo Horizonte,51,2,1,0,241200
São Paulo,63,2,2,2,979800
Rio de Janeiro,90,2,2,1,366600
São Paulo,45,2,1,1,901200
Rio de Janeiro,85,2,2,1,641600
Rio de Janeiro,70,2,2,1,495200
Porto Alegre,66,2,1,0,386800
Rio de Janeiro,45,1,1,0,317000
Porto Alegre,114,3,2,1,760400
Rio de Janeiro,26,1,1,0,554200
Porto Alegre,60,1,1,2,406000
Porto Alegre,44,1,1,0,285400
Belo Horizonte,20,1,1,0,312600
São Paulo,91,2,3,2,2498000
Rio de Janeiro,70,2,2,1,341600
São Paulo,30,1,1,0,318200
Belo Horizonte,308,4,5,4,3423700
São Paulo,90,2,2,1,817800
São Paulo,217,3,5,6,1098600
Campinas,47,1,1,0,438800
Rio de Janeiro,60,2,1,1,394800
São Paulo,35,1,1,0,314400
São Paulo,490,3,5,4,2484100
São Paulo,180,3,3,2,927800
Porto Alegre,65,2,2,2,484000
Porto Alegre,76,2,2,2,471800
Campinas,56,2,1,1,363000
São Paulo,68,1,1,0,404000
Campinas,56,1,1,1,428000
Rio de Janeiro,131,3,2,2,2685900
São Paulo,100,3,1,4,552800
São Paulo,72,2,2,1,601400
Belo Horizonte,88,3,2,1,374600
Rio de Janeiro,38,1,1,0,544800
São Paulo,49,2,1,1,364200
São Paulo,60,1,1,1,1131800
São Paulo,80,2,1,1,888000
Porto Alegre,280,5,3,3,837800
São Paulo,510,4,3,5,2133800
São Paulo,148,1,2,4,2484100
Porto Alegre,76,3,2,1,446600
Belo Horizonte,110,3,2,1,393800
Belo Horizonte,22,1,1,1,258400
São Paulo,42,1,1,1,512800
São Paulo,59,2,1,1,442400
São Paulo,158,4,4,4,1041000
Belo Horizonte,65,2,2,1,262400
São Paulo,20,1,1,0,511000
São Paulo,298,4,4,1,609200
Rio de Janeiro,38,1,1,0,662000
São Paulo,213,4,4,3,2068000
São Paulo,150,3,2,3,410800
Rio de Janeiro,60,1,1,0,272600
São Paulo,65,2,1,1,320400
São Paulo,169,4,4,4,1894400
São Paulo,100,2,3,1,1119800
São Paulo,158,4,4,3,1831800
São Paulo,150,2,2,2,1351600
Porto Alegre,49,2,1,0,388000
São Paulo,260,4,4,4,1976200
Rio de Janeiro,65,1,1,1,710800
São Paulo,380,6,5,3,1910600
Belo Horizonte,70,3,1,0,289200
Campinas,180,2,1,0,409200
Rio de Janeiro,105,2,1,0,344400
Belo Horizonte,300,8,3,1,913200
São Paulo,190,3,3,1,2321700
Belo Horizonte,67,2,2,2,259600
São Paulo,96,2,2,2,2063500
Porto Alegre,75,2,2,1,353800
Campinas,45,1,1,1,303000
São Paulo,60,2,1,1,482800
São Paulo,45,1,1,1,776200
São Paulo,38,1,1,1,978800
São Paulo,75,1,1,1,341400
São Paulo,442,5,6,6,1782800
São Paulo,220,3,3,2,2676200
São Paulo,140,3,1,2,1300800
Belo Horizonte,76,3,2,1,384400
Campinas,60,2,1,1,199600
Porto Alegre,50,1,1,0,213000
São Paulo,165,4,3,2,1024400
São Paulo,90,1,1,0,245400
Campinas,62,2,1,1,347800
São Paulo,120,3,2,2,771600
Belo Horizonte,279,4,5,4,990600
Rio de Janeiro,79,3,2,0,902000
Rio de Janeiro,45,1,1,0,294600
Rio de Janeiro,36,1,1,0,308400
Campinas,47,1,1,0,268000
Campinas,270,4,4,8,678600
Belo Horizonte,25,1,1,0,332200
São Paulo,45,2,1,1,289200
São Paulo,255,4,4,3,2672200
Campinas,55,1,2,1,357000
São Paulo,85,3,3,2,1380600
Belo Horizonte,200,3,3,2,648200
Porto Alegre,55,2,2,0,349000
São Paulo,180,5,5,2,823600
Campinas,64,2,2,2,570800
Porto Alegre,42,2,1,1,387400
São Paulo,300,3,3,5,1263200
São Paulo,32,1,1,1,848400
São Paulo,64,2,1,2,478600
São Paulo,72,2,2,1,422400
Rio de Janeiro,30,1,1,0,202600
Porto Alegre,55,2,1,0,300800
São Paulo,253,3,5,5,2273600
São Paulo,147,3,2,0,1160800
São Paulo,110,3,3,1,1215800
São Paulo,400,4,3,4,1180200
Porto Alegre,350,5,4,2,1076000
São Paulo,510,5,5,5,2493800
São Paulo,246,3,4,4,2991700
Campinas,92,3,4,2,635200
São Paulo,54,2,2,1,599400
São Paulo,130,3,2,0,1150400
Rio de Janeiro,53,2,2,1,425000
São Paulo,59,2,1,1,421800
Belo Horizonte,153,3,2,2,2046400
São Paulo,78,2,1,1,285000
São Paulo,305,3,3,3,2167700
Campinas,54,1,1,1,401000
São Paulo,80,2,2,0,397000
São Paulo,26,1,1,0,363400
São Paulo,96,2,1,1,697200
Campinas,70,3,1,1,396800
São Paulo,56,2,1,1,612400
Belo Horizonte,320,5,3,4,1162000
São Paulo,30,1,1,0,174800
Rio de Janeiro,45,1,1,0,270600
Campinas,60,2,1,0,332200
São Paulo,101,2,3,1,942400
São Paulo,220,4,4,2,1258600
São Paulo,60,2,1,0,252600
São Paulo,62,2,1,1,445600
Rio de Janeiro,65,2,1,1,383000
Porto Alegre,111,2,2,1,274600
São Paulo,140,2,1,2,976400
São Paulo,17,1,1,0,495400
São Paulo,90,3,2,2,1019000
São Paulo,40,1,1,0,290200
Rio de Janeiro,70,2,2,0,1415800
São Paulo,370,4,5,5,2371600
Porto Alegre,48,2,1,1,284400
Belo Horizonte,130,3,2,1,680600
São Paulo,303,3,4,4,4553900
São Paulo,150,3,4,3,2888400
São Paulo,45,1,1,1,1718000
Belo Horizonte,190,4,4,3,1704800
Belo Horizonte,250,4,4,0,801000
Campinas,78,3,2,2,477000
São Paulo,160,3,3,2,509000
Rio de Janeiro,100,3,2,1,592800
São Paulo,298,3,4,3,3241500
Porto Alegre,140,3,3,1,337200
São Paulo,78,2,2,2,1001200
Campinas,47,1,1,1,431800
São Paulo,80,2,1,2,720000
São Paulo,20,1,1,0,511000
São Paulo,60,2,1,1,449000
Rio de Janeiro,52,1,1,0,680000
Belo Horizonte,75,3,1,1,287800
São Paulo,45,2,1,1,580200
São Paulo,26,1,1,0,184400
Belo Horizonte,120,3,2,0,462600
São Paulo,239,4,4,4,1714200
São Paulo,22,1,1,1,545600
São Paulo,750,7,6,5,1289400
Rio de Janeiro,148,3,2,2,1150600
Rio de Janeiro,80,2,1,0,362200
São Paulo,76,3,1,2,695800
São Paulo,45,1,1,1,773200
Campinas,74,3,2,1,504200
Porto Alegre,38,1,1,1,174800
São Paulo,57,1,1,0,1278800
São Paulo,40,1,1,0,161800
São Paulo,147,3,3,2,852200
São Paulo,300,4,5,2,2421800
São Paulo,50,2,1,1,353600
Porto Alegre,55,1,1,1,855200
Rio de Janeiro,25,1,1,0,389000
São Paulo,80,3,2,2,1001200
Belo Horizonte,300,2,4,3,1401000
São Paulo,680,4,5,8,1667600
São Paulo,252,4,5,5,3501900
São Paulo,208,3,3,2,1999000
Rio de Janeiro,36,1,1,0,266200
Belo Horizonte,50,2,1,1,274600
Rio de Janeiro,70,1,2,0,243800
Belo Horizonte,184,5,3,2,627200
São Paulo,100,2,2,2,1191000
Porto Alegre,73,2,1,0,331000
Rio de Janeiro,140,3,2,1,644400
Rio de Janeiro,240,3,2,1,2092300
São Paulo,60,2,1,1,547000
São Paulo,170,3,3,2,1312200
Porto Alegre,59,2,1,1,453800
Rio de Janeiro,169,3,2,1,868600
Campinas,58,1,2,2,392200
Campinas,110,2,1,1,235000
São Paulo,70,2,2,0,304600
Porto Alegre,27,1,1,0,230000
São Paulo,200,3,2,3,1130200
Rio de Janeiro,180,3,2,2,1838200
São Paulo,33,1,1,1,572600
São Paulo,120,2,3,0,1511200
Porto Alegre,47,1,1,1,526600
São Paulo,470,5,4,6,1595200
Campinas,277,3,4,4,649200
Rio de Janeiro,71,3,2,0,355400
São Paulo,40,1,1,1,243800
São Paulo,90,2,1,0,1045800
São Paulo,244,3,4,2,1020600
Campinas,55,1,1,1,336800
Campinas,92,3,2,2,820000
São Paulo,318,5,3,2,899600
Rio de Janeiro,74,3,1,0,333000
São Paulo,60,2,2,1,575400
Belo Horizonte,120,3,3,1,566800
São Paulo,30,1,1,1,840800
São Paulo,55,1,1,1,1477800
Porto Alegre,38,1,1,0,234000
Porto Alegre,55,3,1,0,148200
São Paulo,182,3,2,1,2277800
Rio de Janeiro,77,2,2,1,609000
Campinas,160,3,1,4,717400
São Paulo,346,4,4,4,1807200
Rio de Janeiro,80,2,1,0,487400
Campinas,88,3,2,2,595800
Rio de Janeiro,75,2,2,1,741200
Rio de Janeiro,120,3,2,0,1027600
Rio de Janeiro,28,1,1,0,379200
São Paulo,29,1,1,0,486200
Belo Horizonte,67,3,1,1,243400
São Paulo,110,3,2,1,1589600
São Paulo,170,3,2,1,1537000
São Paulo,80,2,2,1,319600
São Paulo,72,2,1,1,463800
Belo Horizonte,76,1,2,2,1060000
Rio de Janeiro,126,2,2,1,1161400
São Paulo,150,1,2,2,1394000
Rio de Janeiro,40,1,1,0,370000
São Paulo,84,3,2,3,1020800
Rio de Janeiro,100,4,4,1,1151400
São Paulo,209,3,3,0,1410800
Belo Horizonte,100,3,2,1,456600
São Paulo,50,2,1,1,335400
Campinas,110,3,3,2,779400
Rio de Janeiro,23,1,1,0,414000
São Paulo,50,1,1,0,260600
São Paulo,68,1,2,1,1171600
Porto Alegre,86,2,1,0,295800
São Paulo,57,2,2,1,328000
Belo Horizonte,110,2,2,1,967600
São Paulo,69,2,1,1,422000
Campinas,48,1,1,1,209800
São Paulo,240,3,5,3,3137700
Belo Horizonte,84,3,2,0,329400
São Paulo,88,2,2,3,1404200
São Paulo,270,3,2,2,2540200
Rio de Janeiro,66,2,1,1,493800
Rio de Janeiro,81,3,1,1,458800
São Paulo,184,4,3,3,1301600
São Paulo,170,3,2,2,619200
São Paulo,500,3,5,2,4238100
São Paulo,200,3,4,3,1942600
São Paulo,70,2,2,1,503800
Belo Horizonte,155,4,5,3,1705000
São Paulo,100,3,1,0,710800
São Paulo,198,1,1,3,2457600
São Paulo,45,2,1,0,647200
São Paulo,40,1,1,1,1402200
Porto Alegre,30,1,1,0,271800
São Paulo,44,1,1,1,691200
São Paulo,98,3,2,2,1098600
Belo Horizonte,73,3,1,0,230000
São Paulo,340,4,4,4,2262100
Porto Alegre,101,3,2,0,497200
Rio de Janeiro,30,1,1,0,448600
São Paulo,80,1,1,0,337000
Rio de Janeiro,30,1,1,1,101400
São Paulo,999,4,5,6,4045600
São Paulo,171,3,5,3,2585500
São Paulo,100,3,2,1,518000
São Paulo,70,2,1,1,697000
São Paulo,49,1,1,0,693400
Belo Horizonte,62,2,2,0,263600
São Paulo,162,4,5,3,1198400
São Paulo,260,4,4,4,4005700
Rio de Janeiro,266,4,4,2,1455200
São Paulo,250,3,5,5,4090200
São Paulo,124,3,3,2,996200
Belo Horizonte,57,3,1,1,253600
São Paulo,218,3,4,2,2006300
São Paulo,210,4,4,4,3518100
Porto Alegre,274,3,2,2,618000
São Paulo,52,2,2,1,442800
São Paulo,254,4,6,5,2684300
São Paulo,147,3,3,3,1022400
Rio de Janeiro,78,2,2,1,371200
São Paulo,60,2,2,0,399600
Rio de Janeiro,130,3,2,0,877000
São Paulo,50,1,1,1,721000
São Paulo,110,3,2,3,823400
Rio de Janeiro,80,2,1,0,666000
São Paulo,376,5,6,4,3677500
São Paulo,50,2,1,0,379000
São Paulo,179,3,2,2,2530000
Campinas,163,3,5,3,2345500
Rio de Janeiro,110,3,1,1,604600
São Paulo,330,6,4,3,2870200
São Paulo,35,1,1,0,424800
Campinas,96,3,3,2,1006600
Belo Horizonte,90,2,3,0,424800
São Paulo,45,1,1,0,319800
São Paulo,130,3,1,1,1137000
Rio de Janeiro,77,2,1,0,396000
São Paulo,35,1,1,1,714600
São Paulo,280,3,4,4,3400300
São Paulo,24606,5,4,4,3663600
Belo Horizonte,344,4,4,3,735800
Belo Horizonte,140,4,2,2,624800
Belo Horizonte,95,3,4,1,850200
Campinas,55,2,1,1,243200
Campinas,54,1,2,0,204200
Belo Horizonte,50,2,1,2,238200
São Paulo,200,4,5,4,2776400
São Paulo,50,1,1,1,610800
São Paulo,200,4,2,3,913600
São Paulo,67,2,2,1,876200
São Paulo,62,3,2,1,475200
Rio de Janeiro,50,1,1,0,466200
Porto Alegre,77,2,2,2,597400
São Paulo,220,3,3,2,1034800
São Paulo,253,4,5,3,1250400
São Paulo,500,4,4,3,1827200
São Paulo,35,1,1,0,258400
São Paulo,23,1,1,1,572200
São Paulo,325,4,3,2,2843900
Porto Alegre,28,1,1,0,195400
Rio de Janeiro,76,2,2,1,1001400
São Paulo,70,2,1,1,373000
São Paulo,120,3,4,2,986600
Rio de Janeiro,180,3,3,0,545800
São Paulo,350,4,3,4,1366800
Porto Alegre,60,1,1,0,200600
Porto Alegre,87,2,2,2,728000
São Paulo,80,3,1,0,643000
São Paulo,90,3,1,0,561400
São Paulo,200,4,3,8,2149800
São Paulo,260,4,4,3,4152100
Rio de Janeiro,100,3,1,2,1332200
São Paulo,50,2,2,0,232600
São Paulo,800,4,7,8,2769800
São Paulo,75,1,2,2,789000
São Paulo,213,3,2,0,1174400
São Paulo,70,2,2,1,355400
Porto Alegre,55,2,1,0,268800
São Paulo,264,3,3,2,1702600
Belo Horizonte,66,2,1,1,401000
Campinas,269,4,5,0,1825600
Rio de Janeiro,50,2,1,1,410600
São Paulo,400,4,5,5,2409700
São Paulo,38,1,1,0,387400
Rio de Janeiro,50,2,1,0,466800
São Paulo,84,1,1,1,741400
Campinas,40,1,1,1,321200
São Paulo,50,1,1,0,140200
Porto Alegre,27,1,1,0,230000
São Paulo,90,2,2,0,712200
Porto Alegre,50,1,1,0,364400
São Paulo,220,3,4,1,2833700
São Paulo,106,3,3,1,770400
São Paulo,65,2,1,2,594000
Porto Alegre,70,2,1,1,275800
São Paulo,260,2,3,4,1145000
Campinas,60,2,1,1,238400
Rio de Janeiro,80,2,2,0,348400
São Paulo,132,3,2,3,519400
São Paulo,85,2,2,2,1721800
São Paulo,600,4,6,6,2954300
São Paulo,87,2,2,1,1046000
São Paulo,78,3,1,2,772000
São Paulo,188,3,3,3,2148300
Rio de Janeiro,38,1,1,1,378400
São Paulo,209,4,4,5,2783500
São Paulo,280,4,5,4,3473500
São Paulo,420,4,4,4,4905500
Belo Horizonte,68,2,1,0,210400
Porto Alegre,46,1,1,0,263000
Porto Alegre,63,2,1,2,716600
São Paulo,220,3,3,3,816000
São Paulo,150,3,4,2,617600
São Paulo,98,2,2,2,2101800
Rio de Janeiro,119,3,3,2,873600
Porto Alegre,40,1,1,0,208800
Porto Alegre,110,3,1,1,654600
São Paulo,50,2,3,0,370200
São Paulo,25,1,1,0,541000
São Paulo,75,2,1,1,554800
São Paulo,50,2,1,1,373400
Rio de Janeiro,152,4,2,1,1169400
São Paulo,330,4,2,8,889800
São Paulo,251,3,2,2,757600
Rio de Janeiro,120,3,3,2,971800
São Paulo,64,1,2,2,582000
Porto Alegre,180,3,2,1,691000
Belo Horizonte,61,3,1,1,381000
Campinas,62,2,1,0,253200
São Paulo,35,1,1,1,799800
Belo Horizonte,60,2,1,1,319600
Porto Alegre,58,1,2,2,536600
São Paulo,146,3,5,2,1641600
São Paulo,176,3,4,3,1791600
São Paulo,220,6,2,2,756000
Belo Horizonte,47,2,1,1,313600
São Paulo,30,1,1,0,139400
São Paulo,103,3,2,0,635400
Rio de Janeiro,600,7,6,2,2044200
Rio de Janeiro,200,4,5,3,1290000
São Paulo,34,1,1,0,355000
São Paulo,95,2,1,1,588800
São Paulo,215,4,4,2,1918800
Rio de Janeiro,60,2,1,1,372800
Rio de Janeiro,145,3,2,1,2623600
São Paulo,102,3,2,2,325000
São Paulo,44,1,1,1,831200
São Paulo,90,2,2,0,1220800
São Paulo,180,4,3,1,1375200
Porto Alegre,123,3,3,1,608800
São Paulo,54,2,2,1,642600
São Paulo,50,1,1,1,579000
São Paulo,100,2,1,1,360000
Porto Alegre,36,1,1,1,295600
São Paulo,92,1,2,1,775000
São Paulo,68,2,2,1,521000
São Paulo,94,3,3,3,1247400
Rio de Janeiro,25,1,1,0,152000
São Paulo,60,2,2,0,264000
São Paulo,321,5,3,5,3089600
São Paulo,116,3,4,2,1121000
São Paulo,40,1,1,0,205200
Porto Alegre,100,3,2,2,485200
São Paulo,70,2,1,0,296600
São Paulo,48,1,1,1,464600
São Paulo,115,3,5,2,1882800
São Paulo,90,1,1,1,911400
Rio de Janeiro,89,2,2,1,777200
Porto Alegre,30,1,1,0,308800
Porto Alegre,39,1,1,0,192400
São Paulo,42,1,1,1,1195400
São Paulo,400,4,5,5,1531800
São Paulo,47,1,2,1,629400
São Paulo,124,2,2,2,1480600
Campinas,120,3,2,3,482800
Campinas,45,1,1,0,147200
São Paulo,270,3,2,4,1553000
São Paulo,108,3,2,1,988400
São Paulo,128,3,4,4,2000300
Rio de Janeiro,179,4,2,0,1032800
Belo Horizonte,140,4,2,2,608200
Belo Horizonte,27,1,1,0,303400
São Paulo,250,3,4,2,1978800
Porto Alegre,350,4,3,3,937600
São Paulo,208,3,2,2,1472800
São Paulo,80,3,1,0,462400
São Paulo,34,1,1,1,761000
São Paulo,150,4,3,0,632400
São Paulo,127,3,3,2,1857000
São Paulo,296,4,5,2,1925600
São Paulo,61,1,1,0,634400
São Paulo,375,4,4,3,2506200
São Paulo,370,5,4,3,3100100
Porto Alegre,30,1,1,0,322200
São Paulo,480,5,7,5,3701800
São Paulo,33,1,1,1,1009000
Rio de Janeiro,84,3,1,0,849800
São Paulo,340,8,5,4,1701200
Porto Alegre,97,3,3,3,811600
Rio de Janeiro,110,3,2,1,842200
Belo Horizonte,77,3,3,2,709200
Rio de Janeiro,105,3,2,1,876200
São Paulo,33,1,1,1,420600
São Paulo,25,1,1,0,481200
São Paulo,130,2,2,2,911800
São Paulo,480,4,7,5,1772600
São Paulo,240,3,3,3,2865700
Rio de Janeiro,80,2,2,1,718600
São Paulo,50,2,1,2,563400
Belo Horizonte,32,1,1,0,282800
Belo Horizonte,48,2,1,1,320200
São Paulo,90,3,3,1,530200
Rio de Janeiro,30,1,1,0,390800
Porto Alegre,75,2,2,1,692800
Porto Alegre,59,2,2,1,402000
São Paulo,25,1,1,0,354600
Campinas,140,4,3,2,871800
São Paulo,100,2,1,1,1068800
Campinas,23,1,1,0,200600
São Paulo,124,3,2,1,828800
São Paulo,84,2,3,2,1981600
São Paulo,69,2,2,1,971800
Belo Horizonte,100,3,1,0,449800
São Paulo,70,1,2,1,1042200
Belo Horizonte,88,3,2,1,325600
Belo Horizonte,465,7,7,2,3136100
São Paulo,90,3,2,2,979800
São Paulo,120,3,3,1,976800
São Paulo,277,3,4,2,2306100
São Paulo,270,4,6,3,1149000
Porto Alegre,216,3,2,1,1084600
Campinas,150,1,2,0,243800
São Paulo,360,4,7,5,2090000
Belo Horizonte,110,2,4,2,727800
Porto Alegre,50,2,1,1,333800
São Paulo,98,2,2,2,1929200
São Paulo,190,3,3,3,1546200
São Paulo,35,1,1,1,572200
São Paulo,350,3,5,3,2686100
Belo Horizonte,950,6,6,2,2533900
São Paulo,213,4,5,4,3002000
Rio de Janeiro,100,3,2,1,865800
São Paulo,240,4,4,4,4114000
Belo Horizonte,77,2,1,1,300400
