idade,classe_trabalho,escolaridade,anos_estudo,Estado_civil,raça,sexo,UF,regiao
22,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,MA,Nordeste
46,Funcionário Público,Ensino Médio Completo,13,Casado,Branco,Masculino,PI,Nordeste
51,Empresário,Mestrado,14,Casado,Branco,Masculino,CE,Nordeste
20,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,RN,Nordeste
40,MEI,Ensino Médio Completo,12,Casado,Branco,Masculino,PB,Nordeste
31,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,PE,Nordeste
30,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,AL,Nordeste
52,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Feminino,SE,Nordeste
20,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,BA,Nordeste
37,Empresário,Ensino Médio Completo,11,Casado,Branco,Masculino,MG,Sudeste
65,Funcionário Setor Privado,Ensino Médio Completo,13,Viúvo,Branco,Feminino,ES,Sudeste
40,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,RJ,Sudeste
60,Empresário,Ensino Médio Completo,13,Casado,Branco,Masculino,SP,Sudeste
27,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,PR,Sul
62,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,SC,Sul
53,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,RS,Sul
38,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,MS,Centro-Oeste
49,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Masculino,MT,Centro-Oeste
21,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,GO,Centro-Oeste
18,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,DF,Centro-Oeste
25,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,RO,Norte
36,Funcionário Setor Privado,Ensino Médio Incompleto,7,Casado,Branco,Masculino,AC,Norte
52,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AM,Norte
19,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,R,Norte
23,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Feminino,PA,Norte
63,Autônomo,Ensino Médio Completo,13,Casado,Branco,Masculino,AP,Norte
63,Autônomo,Ensino Médio Completo,11,Casado,Branco,Masculino,TO,Norte
62,MEI,Ensino Médio Completo,13,Divorciado,Branco,Masculino,MA,Nordeste
51,Autônomo,Ensino Médio Completo,12,Casado,Branco,Masculino,PI,Nordeste
76,Aposentado,Ensino Médio Completo,10,Viúvo,Branco,Feminino,CE,Nordeste
50,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RN,Nordeste
45,MEI,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PB,Nordeste
44,MEI,Ensino Médio Completo,10,Divorciado,Branco,Masculino,PE,Nordeste
51,Funcionário Setor Privado,Ensino Fundamental Incompleto,4,Casado,Negro,Masculino,AL,Nordeste
42,Empresário,Ensino Médio Completo,13,Solteiro,Branco,Masculino,SE,Nordeste
43,Empresário,Mestrado,14,Casado,Branco,Masculino,BA,Nordeste
53,Funcionário Setor Privado,Ensino Médio Incompleto,7,Casado,Branco,Masculino,MG,Sudeste
29,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Masculino,ES,Sudeste
41,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,RJ,Sudeste
44,Funcionário Público,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,SP,Sudeste
35,Funcionário Setor Privado,Ensino Fundamental Completo,6,Viúvo,Negro,Feminino,PR,Sul
27,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,SC,Sul
35,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,RS,Sul
60,Funcionário Setor Privado,Ensino Médio Completo,11,Viúvo,Branco,Feminino,MS,Centro-Oeste
49,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Masculino,MT,Centro-Oeste
33,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,GO,Centro-Oeste
35,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,DF,Centro-Oeste
31,Servidor Público,Ensino Médio Completo,10,Casado,Branco,Masculino,RO,Norte
54,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AC,Norte
57,Autônomo,Doutorado,16,Casado,Branco,Masculino,AM,Norte
30,Funcionário Setor Privado,Ensino Fundamental Completo,5,Solteiro,Branco,Masculino,R,Norte
45,Funcionário Setor Privado,Ensino Fundamental Completo,6,Solteiro,Pardo,Masculino,PA,Norte
41,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,AP,Norte
25,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,TO,Norte
51,MEI,Ensino Médio Completo,10,Casado,Branco,Masculino,MA,Nordeste
42,Funcionário Setor Privado,Ensino Fundamental Incompleto,3,Separado,Branco,Masculino,PI,Nordeste
28,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Branco,Masculino,CE,Nordeste
47,,Ensino Fundamental Completo,6,Casado,Branco,Feminino,RN,Nordeste
53,Funcionário Público,Ensino Médio Completo,13,Divorciado,Indígena,Masculino,PB,Nordeste
31,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Feminino,PE,Nordeste
46,Funcionário Setor Privado,Ensino Médio Incompleto,7,Casado,Negro,Masculino,AL,Nordeste
25,Funcionário Público,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,SE,Nordeste
47,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,BA,Nordeste
26,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,MG,Sudeste
30,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,ES,Sudeste
48,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RJ,Sudeste
22,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Negro,Masculino,SP,Sudeste
32,Autônomo,Ensino Médio Completo,10,Casado,Branco,Masculino,PR,Sul
33,Autônomo,Doutorado,16,Solteiro,Branco,Masculino,SC,Sul
31,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RS,Sul
43,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Feminino,MS,Centro-Oeste
26,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Branco,Feminino,MT,Centro-Oeste
34,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Negro,Masculino,GO,Centro-Oeste
50,Empresário,Ensino Médio Completo,13,Casado,Branco,Feminino,DF,Centro-Oeste
30,Servidor Público,Ensino Médio Incompleto,9,Separado,Negro,Feminino,RO,Norte
17,Menor Aprendiz,Ensino Médio Incompleto,7,Solteiro,Branco,Masculino,AC,Norte
35,Empresário,Mestrado,14,Solteiro,Negro,Feminino,AM,Norte
29,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,R,Norte
27,Funcionário Público,Ensino Médio Completo,12,Casado,Branco,Masculino,PA,Norte
32,Autônomo,Ensino Médio Completo,13,Casado,Negro,Masculino,AP,Norte
34,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,TO,Norte
32,Funcionário Setor Privado,Ensino Médio Incompleto,9,Separado,Branco,Feminino,MA,Nordeste
47,Funcionário Público,Ensino Médio Completo,10,Divorciado,Branco,Feminino,PI,Nordeste
40,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,CE,Nordeste
26,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Branco,Feminino,RN,Nordeste
30,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,PB,Nordeste
54,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,PE,Nordeste
53,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,AL,Nordeste
38,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,SE,Nordeste
43,Funcionário Setor Privado,Ensino Fundamental Incompleto,4,Separado,Negro,Masculino,BA,Nordeste
25,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,MG,Sudeste
39,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,ES,Sudeste
57,Empresário,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RJ,Sudeste
47,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,SP,Sudeste
45,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Negro,Feminino,PR,Sul
24,Servidor Público,Ensino Médio Completo,13,Solteiro,Branco,Masculino,SC,Sul
32,Autônomo,Ensino Fundamental Completo,6,Divorciado,Branco,Masculino,RS,Sul
25,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,MS,Centro-Oeste
57,Funcionário Setor Privado,Ensino Fundamental Incompleto,3,Separado,Branco,Feminino,MT,Centro-Oeste
28,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Feminino,GO,Centro-Oeste
28,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,DF,Centro-Oeste
27,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Feminino,RO,Norte
28,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Feminino,AC,Norte
74,Aposentado,Ensino Fundamental Incompleto,2,Casado,Negro,Masculino,AM,Norte
44,Autônomo,Ensino Médio Incompleto,9,Casado,Pardo,Masculino,R,Norte
27,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,PA,Norte
61,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,AP,Norte
25,Funcionário Setor Privado,Ensino Médio Incompleto,7,Solteiro,Branco,Masculino,TO,Norte
28,Funcionário Setor Privado,Ensino Fundamental Completo,5,Solteiro,Negro,Feminino,MA,Nordeste
20,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,PI,Nordeste
33,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Pardo,Masculino,CE,Nordeste
38,Servidor Público,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,RN,Nordeste
31,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Feminino,PB,Nordeste
40,Funcionário Setor Privado,Mestrado,14,Solteiro,Branco,Feminino,PE,Nordeste
43,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,AL,Nordeste
38,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,SE,Nordeste
19,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Negro,Masculino,BA,Nordeste
56,Funcionário Setor Privado,Ensino Médio Completo,12,Casado,Branco,Masculino,MG,Sudeste
38,Funcionário Setor Privado,Mestrado,14,Divorciado,Branco,Masculino,ES,Sudeste
30,,Ensino Médio Completo,13,Casado,Branco,Feminino,RJ,Sudeste
22,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Feminino,SP,Sudeste
18,Servidor Público,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,PR,Sul
68,Aposentado,Ensino Médio Completo,10,Viúvo,Branco,Feminino,SC,Sul
35,Funcionário Setor Privado,Ensino Médio Completo,11,Divorciado,Branco,Masculino,RS,Sul
42,Funcionário Setor Privado,Ensino Fundamental Incompleto,4,Casado,Pardo,Feminino,MS,Centro-Oeste
32,Funcionário Setor Privado,Ensino Fundamental Completo,6,Divorciado,Branco,Masculino,MT,Centro-Oeste
43,Funcionário Público,Ensino Médio Completo,10,Casado,Branco,Feminino,GO,Centro-Oeste
30,Funcionário Setor Privado,Ensino Fundamental Completo,6,Solteiro,Negro,Feminino,DF,Centro-Oeste
62,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,RO,Norte
38,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Masculino,AC,Norte
27,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,AM,Norte
28,Funcionário Setor Privado,Doutorado,16,Solteiro,Branco,Feminino,R,Norte
26,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Branco,Masculino,PA,Norte
21,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,AP,Norte
19,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Masculino,TO,Norte
20,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,MA,Nordeste
25,Servidor Público,Ensino Médio Completo,13,Solteiro,Negro,Masculino,PI,Nordeste
28,Autônomo,Ensino Médio Completo,10,Solteiro,Branco,Masculino,CE,Nordeste
36,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Branco,Masculino,RN,Nordeste
23,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Indígena,Masculino,PB,Nordeste
24,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Feminino,PE,Nordeste
23,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,AL,Nordeste
24,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Feminino,SE,Nordeste
25,Autônomo,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,BA,Nordeste
24,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,MG,Sudeste
30,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,ES,Sudeste
26,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Feminino,RJ,Sudeste
62,,Mestrado,14,Casado,Branco,Masculino,SP,Sudeste
36,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Feminino,PR,Sul
45,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Pardo,Masculino,SC,Sul
31,Funcionário Setor Privado,Ensino Médio Completo,12,Divorciado,Branco,Feminino,RS,Sul
34,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,MS,Centro-Oeste
65,MEI,Ensino Médio Completo,13,Casado,Branco,Masculino,MT,Centro-Oeste
42,Funcionário Setor Privado,Ensino Médio Completo,11,Divorciado,Branco,Feminino,GO,Centro-Oeste
27,Servidor Público,Mestrado,15,Solteiro,Branco,Masculino,DF,Centro-Oeste
40,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Negro,Feminino,RO,Norte
53,Funcionário Público,Ensino Médio Completo,10,Casado,Branco,Masculino,AC,Norte
54,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AM,Norte
30,Servidor Público,Ensino Médio Completo,13,Solteiro,Branco,Masculino,R,Norte
59,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PA,Norte
42,Autônomo,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,AP,Norte
23,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,TO,Norte
28,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Feminino,MA,Nordeste
20,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,PI,Nordeste
22,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,CE,Nordeste
73,Aposentado,Ensino Médio Completo,13,Casado,Branco,Masculino,RN,Nordeste
47,Autônomo,Ensino Médio Completo,10,Casado,Branco,Masculino,PB,Nordeste
44,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,PE,Nordeste
40,Funcionário Setor Privado,Ensino Médio Incompleto,8,Divorciado,Branco,Masculino,AL,Nordeste
37,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Feminino,SE,Nordeste
39,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,BA,Nordeste
49,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,MG,Sudeste
44,Autônomo,Ensino Médio Completo,10,Divorciado,Branco,Masculino,ES,Sudeste
27,Funcionário Setor Privado,Ensino Fundamental Completo,5,Casado,Branco,Feminino,RJ,Sudeste
50,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,SP,Sudeste
39,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,PR,Sul
41,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Feminino,SC,Sul
55,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,RS,Sul
53,Funcionário Setor Privado,Ensino Fundamental Incompleto,2,Casado,Negro,Masculino,MS,Centro-Oeste
53,Empresário,Mestrado,14,Divorciado,Branco,Feminino,MT,Centro-Oeste
31,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,GO,Centro-Oeste
21,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,DF,Centro-Oeste
30,Funcionário Setor Privado,Ensino Médio Incompleto,9,Separado,Negro,Masculino,RO,Norte
74,Aposentado,Ensino Médio Incompleto,9,Viúvo,Branco,Feminino,AC,Norte
53,Funcionário Setor Privado,Mestrado,14,Solteiro,Branco,Feminino,AM,Norte
47,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,R,Norte
60,Funcionário Setor Privado,Ensino Médio Completo,13,Divorciado,Branco,Feminino,PA,Norte
59,Funcionário Setor Privado,Ensino Fundamental Completo,5,Separado,Branco,Feminino,AP,Norte
37,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,TO,Norte
47,Funcionário Público,Ensino Médio Completo,13,Casado,Branco,Masculino,MA,Nordeste
49,Funcionário Setor Privado,Ensino Fundamental Completo,5,Casado,Branco,Masculino,PI,Nordeste
73,Aposentado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,CE,Nordeste
58,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Negro,Feminino,RN,Nordeste
18,,Ensino Médio Incompleto,7,Solteiro,Negro,Masculino,PB,Nordeste
35,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Negro,Masculino,PE,Nordeste
24,Servidor Público,Ensino Médio Completo,10,Casado,Branco,Feminino,AL,Nordeste
62,Funcionário Setor Privado,Ensino Médio Incompleto,9,Viúvo,Branco,Feminino,SE,Nordeste
58,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Feminino,BA,Nordeste
51,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,MG,Sudeste
21,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Masculino,ES,Sudeste
30,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,RJ,Sudeste
27,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Branco,Feminino,SP,Sudeste
25,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,PR,Sul
31,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Indígena,Masculino,SC,Sul
31,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Feminino,RS,Sul
44,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,MS,Centro-Oeste
52,MEI,Doutorado,16,Casado,Branco,Masculino,MT,Centro-Oeste
30,Funcionário Setor Privado,Ensino Médio Completo,12,Casado,Branco,Masculino,GO,Centro-Oeste
29,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Masculino,DF,Centro-Oeste
36,Funcionário Setor Privado,Ensino Médio Incompleto,7,Divorciado,Branco,Masculino,RO,Norte
54,Autônomo,Ensino Médio Completo,13,Casado,Branco,Masculino,AC,Norte
59,Empresário,Ensino Médio Completo,10,Separado,Branco,Masculino,AM,Norte
55,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,R,Norte
70,Aposentado,Ensino Médio Completo,11,Solteiro,Branco,Masculino,PA,Norte
22,Funcionário Setor Privado,Ensino Médio Completo,12,Solteiro,Branco,Feminino,AP,Norte
42,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,TO,Norte
36,Funcionário Setor Privado,Ensino Médio Completo,12,Casado,Branco,Feminino,MA,Nordeste
32,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,PI,Nordeste
44,Funcionário Setor Privado,Ensino Fundamental Incompleto,4,Casado,Branco,Masculino,CE,Nordeste
22,,Ensino Médio Incompleto,9,Solteiro,Negro,Masculino,RN,Nordeste
25,Funcionário Setor Privado,Ensino Médio Incompleto,7,União Estável,Branco,Masculino,PB,Nordeste
31,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PE,Nordeste
33,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,AL,Nordeste
54,Autônomo,Ensino Médio Completo,12,Casado,Branco,Masculino,SE,Nordeste
42,Autônomo,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,BA,Nordeste
49,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,MG,Sudeste
30,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,ES,Sudeste
54,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,RJ,Sudeste
39,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,SP,Sudeste
24,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,PR,Sul
21,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,SC,Sul
23,Funcionário Setor Privado,Ensino Fundamental Completo,5,Solteiro,Negro,Feminino,RS,Sul
54,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,MS,Centro-Oeste
23,Funcionário Setor Privado,Mestrado,14,Solteiro,Branco,Feminino,MT,Centro-Oeste
39,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,GO,Centro-Oeste
23,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,DF,Centro-Oeste
67,Aposentado,Ensino Médio Incompleto,9,Viúvo,Branco,Feminino,RO,Norte
19,,Ensino Médio Incompleto,7,Casado,Pardo,Feminino,AC,Norte
41,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Negro,Masculino,AM,Norte
32,Funcionário Setor Privado,Ensino Médio Incompleto,7,Solteiro,Negro,Masculino,R,Norte
57,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PA,Norte
18,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,AP,Norte
60,Servidor Público,Doutorado,16,Casado,Branco,Masculino,TO,Norte
21,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,MA,Nordeste
53,Funcionário Setor Privado,Ensino Médio Completo,10,Viúvo,Branco,Feminino,PI,Nordeste
38,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,CE,Nordeste
21,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,RN,Nordeste
53,Funcionário Setor Privado,Doutorado,16,Divorciado,Branco,Feminino,PB,Nordeste
24,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,PE,Nordeste
36,Funcionário Público,Ensino Médio Completo,12,Casado,Branco,Masculino,AL,Nordeste
29,Funcionário Setor Privado,Mestrado,14,Solteiro,Negro,Masculino,SE,Nordeste
23,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,BA,Nordeste
44,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,MG,Sudeste
32,Empresário,Mestrado,14,Casado,Branco,Masculino,ES,Sudeste
25,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Feminino,RJ,Sudeste
41,Autônomo,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,SP,Sudeste
18,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,PR,Sul
57,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,SC,Sul
62,Funcionário Setor Privado,Ensino Médio Completo,13,Viúvo,Branco,Masculino,RS,Sul
29,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,MS,Centro-Oeste
19,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Feminino,MT,Centro-Oeste
35,Autônomo,Mestrado,15,Casado,Branco,Masculino,GO,Centro-Oeste
52,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,DF,Centro-Oeste
28,Funcionário Setor Privado,Ensino Fundamental Completo,6,Solteiro,Branco,Feminino,RO,Norte
38,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,AC,Norte
42,Funcionário Setor Privado,Ensino Médio Completo,10,Viúvo,Negro,Feminino,AM,Norte
41,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Negro,Masculino,R,Norte
23,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,PA,Norte
31,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,AP,Norte
31,Funcionário Setor Privado,Ensino Fundamental Incompleto,3,Solteiro,Branco,Masculino,TO,Norte
46,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,MA,Nordeste
18,Funcionário Setor Privado,Ensino Médio Incompleto,7,Solteiro,Branco,Feminino,PI,Nordeste
57,Autônomo,Mestrado,14,Casado,Branco,Masculino,CE,Nordeste
25,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Branco,Feminino,RN,Nordeste
32,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,PB,Nordeste
27,Funcionário Setor Privado,Ensino Fundamental Completo,5,Solteiro,Branco,Masculino,PE,Nordeste
46,Funcionário Público,Ensino Médio Completo,13,Casado,Branco,Masculino,AL,Nordeste
17,Menor Aprendiz,Ensino Fundamental Completo,6,Solteiro,Branco,Feminino,SE,Nordeste
43,Servidor Público,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,BA,Nordeste
56,Autônomo,Ensino Médio Completo,13,União Estável,Branco,Feminino,MG,Sudeste
19,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Feminino,ES,Sudeste
20,Funcionário Público,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,RJ,Sudeste
42,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,SP,Sudeste
90,Aposentado,Ensino Médio Incompleto,9,Viúvo,Branco,Masculino,PR,Sul
25,Funcionário Setor Privado,Ensino Médio Incompleto,7,Separado,Negro,Masculino,SC,Sul
27,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Feminino,RS,Sul
48,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,MS,Centro-Oeste
